RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount ,HasCreditCard,ActiveStatus,IncomeEstimate,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints,Retention
1292,5680695,SCHUITEMAN,746,USA,1,29,14,86936.6,1,0,0,51823,0,2,Titanium Card,781,1
1293,5637197,OSINGA,874,UK,0,39,15,0,2,1,1,111412,0,1,Gold Card,478,1
1294,5688599,MATELSKI,733,UK,0,36,9,58337,2,0,1,10917,0,1,Titanium Card,1606,1
1295,5585598,ROEGLIN,836,UK,0,20,2,89089.3,1,1,1,243080,0,1,Elite Card,1758,1
1296,5738874,TUSKEY,494,USA,0,27,9,100822.4,1,0,0,299004,0,5,Elite Card,849,1
1297,5803746,LEAVENWORTH,630,USA,1,46,8,46842.6,1,0,1,93521,0,2,Gold Card,1159,1
1298,5794663,CALDARERA,555,UK,0,32,9,0,2,1,1,137567,0,1,Gold Card,1707,1
1299,5573516,NONN,644,UK,0,32,15,38438.3,1,0,0,118861,0,3,Gold Card,1628,1
1300,5796047,CARODINE,655,Israel,0,38,10,102381.5,2,1,1,115019,0,4,Titanium Card,1069,1
1301,5724919,RIEDEMAN,617,UK,0,30,10,89834.7,1,1,0,243767,0,3,Debit Card,1278,1
1302,5802119,PREACHER,624,USA,0,26,9,55421.4,1,1,1,32041,0,1,Titanium Card,1606,1
1303,5672214,ARANGO,459,UK,0,31,5,0,2,1,0,81731,0,2,Elite Card,397,1
1304,5685320,DETORE,569,Israel,0,32,13,89397.7,2,1,0,80896,1,2,Titanium Card,1116,0
1305,5750330,VINA,780,UK,0,22,5,78733.7,2,1,0,154747,0,4,Gold Card,1566,1
1306,5801580,METALLO,884,Israel,0,61,15,51276.9,1,0,0,219539,1,3,Gold Card,878,0
1307,5710971,BATOVSKY,861,USA,0,55,15,54384.5,1,1,1,42556,1,1,Debit Card,1117,0
1308,5639392,MUNDSTOCK,634,USA,0,39,10,0,2,0,0,15034,0,4,Debit Card,994,1
1309,5663185,PLANTAMURA,772,UK,1,34,1,78884.8,2,1,1,289393,0,2,Gold Card,1455,1
1310,5690245,KATLIN,632,USA,1,31,1,83238.5,2,0,0,75728,0,2,Titanium Card,1170,1
1311,5761039,SCHMUTZ,719,Israel,1,24,4,60647.9,1,1,1,197493,0,2,Gold Card,1339,1
1312,5750988,BLIMLINE,821,UK,1,35,6,102098.5,1,1,1,228352,0,4,Gold Card,1560,1
1313,5597219,LINDERMUTH,557,UK,1,36,11,43961.5,1,1,1,102139,1,3,Elite Card,464,0
1314,5577308,PFAHLER,781,UK,1,33,15,0,2,1,1,120091,0,2,Titanium Card,958,1
1315,5645390,GRZECHOWIAK,663,UK,1,53,12,0,1,1,0,224375,1,6,Debit Card,1353,0
1316,5734713,CZAIKOWSKI,681,USA,1,19,0,67274.8,1,0,0,11446,0,4,Gold Card,1634,1
1317,5810635,TRUMBLEY,932,UK,0,25,1,0,2,1,1,49624,0,1,Elite Card,1616,1
1318,5721617,SHRODES,880,UK,0,43,13,0,1,1,0,182825,1,5,Debit Card,465,0
1319,5666616,MARCHETTE,659,UK,0,48,15,0,3,1,1,151084,1,1,Debit Card,1544,0
1320,5763878,VALL,746,Israel,1,44,10,82959.7,2,0,1,70639,0,3,Elite Card,1688,1
1321,5597608,BENZO,658,UK,0,41,9,0,2,1,1,266436,0,1,Titanium Card,930,1
1322,5706468,BUHAIN,785,UK,1,32,10,0,2,0,0,159224,0,2,Elite Card,786,1
1323,5599858,SEDELL,786,UK,0,35,13,39187.8,1,1,0,25312,0,2,Elite Card,1412,1
1324,5630286,BLEESS,606,USA,0,52,1,106302.4,2,0,0,81841,1,3,Debit Card,1794,0
1325,5766219,ECONOMIDES,669,Israel,0,35,15,95147.7,1,1,1,230408,0,6,Gold Card,601,1
1326,5731183,GRISKO,571,UK,1,53,10,111863.7,1,0,1,66585,0,3,Titanium Card,739,1
1327,5683817,STENSRUD,823,UK,0,46,1,85563.8,2,1,0,94828,0,2,Debit Card,1094,1
1328,5688142,AVERNA,747,USA,0,18,3,110174,1,1,1,62440,0,5,Gold Card,1351,1
1329,5575782,HAYS,677,Israel,1,64,12,78822.5,1,0,1,37148,1,3,Titanium Card,676,0
1330,5647393,LEENEY,784,UK,0,35,5,0,1,1,0,42421,1,1,Elite Card,1339,0
1331,5742953,WILTFONG,682,USA,0,53,3,0,2,1,0,133564,0,2,Gold Card,771,1
1332,5576352,DURISH,940,Israel,0,39,0,95635.2,2,1,1,25941,0,1,Elite Card,1660,1
1333,5797782,AUCIELLO,792,UK,0,36,11,96679,2,1,1,190053,0,3,Debit Card,1076,1
1334,5735198,SCHUBACH,572,Israel,0,38,12,54938.3,1,1,0,19685,0,1,Debit Card,588,1
1335,5664956,GAZCON,474,Israel,1,36,14,52974,2,1,1,251960,0,4,Elite Card,417,1
1336,5577398,HIBBEN,538,USA,0,52,8,0,1,1,0,188806,1,1,Elite Card,1448,0
1337,5684072,STATER,672,USA,1,42,11,84316,1,1,0,137958,0,2,Debit Card,1252,1
1338,5651243,SPOONER,725,Israel,1,34,12,89024.7,2,1,0,233390,0,1,Elite Card,835,1
1339,5612354,DEHLIN,660,UK,0,55,6,109985.3,1,1,1,101682,0,2,Elite Card,867,1
1340,5761856,HIMEBAUCH,709,USA,0,51,2,85353.1,1,1,1,93923,0,2,Gold Card,1054,1
1341,5646340,WOOLUM,755,USA,1,45,3,64935.5,1,1,1,161122,1,1,Gold Card,1101,0
1342,5611010,CORKILL,880,UK,0,40,6,117896.9,3,1,0,249789,1,5,Gold Card,406,0
1343,5641902,SPARTZ,662,USA,0,80,4,0,1,1,1,180160,0,4,Titanium Card,548,1
1344,5646935,SCHMICK,687,USA,1,47,1,54392.7,1,1,0,282341,0,1,Gold Card,1771,1
1345,5692655,TEHAN,511,Israel,1,38,8,79671.7,2,1,0,137340,1,6,Debit Card,1378,0
1346,5715607,TRAY,571,USA,0,35,13,0,2,0,0,249742,0,4,Debit Card,1141,1
1347,5778646,DEGNER,626,UK,1,32,6,62962.5,1,1,1,248421,0,1,Gold Card,1090,1
1348,5670201,CAPILLA,500,UK,1,41,8,0,2,1,1,129558,0,4,Debit Card,1695,1
1349,5577089,MIGHELL,665,UK,0,22,11,61466.6,1,1,1,4133,0,2,Debit Card,1297,1
1350,5779365,PICETTI,526,USA,1,33,4,0,1,1,0,125391,0,5,Titanium Card,1080,1
1351,5614625,SAULSBY,696,UK,1,32,11,90504.6,1,1,1,155559,0,2,Debit Card,1441,1
1352,5637325,TEAMAN,688,UK,0,53,13,80422.3,1,0,0,8886,1,3,Debit Card,764,0
1353,5596941,KORE,561,Israel,1,45,11,89695.2,1,1,1,87305,1,3,Debit Card,631,0
1354,5625137,ONA,634,USA,0,20,1,0,2,1,0,74042,0,4,Elite Card,771,1
1355,5685232,RABORG,630,USA,0,60,11,0,1,0,1,110377,1,1,Elite Card,684,0
1356,5615950,SCHIEFFELIN,704,USA,1,40,7,0,1,1,1,142702,0,1,Gold Card,1066,1
1357,5770972,HOFTIEZER,796,UK,0,45,0,102896.3,2,1,1,58191,0,1,Titanium Card,594,1
1358,5747461,GATFIELD,612,UK,0,51,15,0,2,0,1,298389,0,2,Elite Card,1412,1
1359,5724225,TROLLEY,720,UK,0,49,0,126017.7,2,1,1,84149,0,4,Gold Card,1108,1
1360,5705101,MCFARLANE,528,UK,1,29,15,80509.4,1,1,1,175534,0,2,Debit Card,699,1
1361,5695533,ORICK,667,Israel,1,18,12,65317.2,2,0,1,93124,0,6,Titanium Card,537,1
1362,5755928,BORTNICK,580,UK,0,24,8,0,2,1,1,212734,0,5,Titanium Card,781,1
1363,5685063,MILUTINOVIC,600,Israel,1,49,6,75513.5,2,1,1,278080,0,1,Debit Card,716,1
1364,5790217,DUDKA,867,USA,1,29,2,0,2,0,1,86191,0,5,Elite Card,662,1
1365,5721430,GIGOWSKI,834,Israel,1,33,9,83032.7,2,1,1,180570,0,3,Titanium Card,436,1
1366,5691437,MATSU,648,UK,0,33,9,134464,1,1,0,199531,1,4,Gold Card,968,0
1367,5622219,CRISSWELL,627,USA,1,35,10,0,2,1,0,20384,0,4,Titanium Card,572,1
1368,5627355,LUNDERS,693,Israel,0,51,13,76135.6,1,1,1,116745,1,5,Elite Card,482,0
1369,5746585,OSTLER,784,USA,0,26,4,0,2,1,1,204915,0,4,Elite Card,1512,1
1370,5724601,NUCUM,680,Israel,0,55,4,83625.1,1,1,1,25741,1,1,Titanium Card,1376,0
1371,5793529,VAVRIK,781,UK,0,22,2,0,2,1,0,265265,0,1,Gold Card,1200,1
1372,5792838,DEAUGUSTINE,578,UK,1,37,9,43265.2,1,1,0,172494,0,3,Debit Card,1245,1
1373,5724225,BIEBEL,463,UK,1,40,1,0,2,0,1,295486,0,1,Titanium Card,1477,1
1374,5773559,BARONOWSKI,483,Israel,1,48,2,90370.4,1,1,0,199719,1,5,Elite Card,1375,0
1375,5776728,CAIVANO,615,UK,1,41,11,71843.2,1,1,0,278501,0,3,Gold Card,1047,1
1376,5574817,EASTABROOKS,390,UK,1,28,12,78205,2,1,1,36030,0,3,Titanium Card,1772,1
1377,5587740,SCHWANINGER,500,UK,0,45,12,49133.4,3,1,1,278625,1,5,Titanium Card,558,0
1378,5809309,YARUSSO,812,USA,1,46,10,40402.3,1,1,1,267068,0,4,Titanium Card,1026,1
1379,5683305,GLATT,702,USA,0,44,12,26779.9,2,1,1,299786,0,5,Gold Card,871,1
1380,5573557,NANNEN,761,Israel,0,26,11,61361.2,1,1,1,65393,0,1,Debit Card,1790,1
1381,5743529,ECHT,628,Israel,1,26,12,86989.3,1,1,0,184215,0,4,Elite Card,616,1
1382,5715930,DIEGEL,814,UK,0,42,0,0,3,1,0,5160,1,1,Gold Card,1789,0
1383,5619066,DUC,653,USA,1,50,9,0,2,1,0,53984,0,4,Elite Card,836,1
1384,5697306,TEFERA,550,UK,0,27,5,100731.5,1,0,1,25745,0,2,Gold Card,1513,1
1385,5692021,METZNER,619,USA,1,52,6,45042.2,1,1,0,66759,1,2,Debit Card,817,0
1386,5674236,GILLESPY,689,UK,1,42,10,75205.5,1,0,1,26772,0,1,Debit Card,1016,1
1387,5706322,BOLDUAN,799,UK,1,49,0,0,2,0,1,114314,0,1,Debit Card,774,1
1388,5675010,LACZKO,699,UK,1,56,4,57639.9,1,1,1,212214,0,4,Titanium Card,501,1
1389,5776069,RINI,700,UK,1,39,3,79088.7,1,0,1,90048,1,5,Titanium Card,854,0
1390,5685847,LADEMANN,620,UK,1,50,9,106294.2,1,1,0,151029,1,4,Titanium Card,872,0
1391,5728074,SUDER,659,UK,1,28,5,0,2,1,0,144643,0,3,Gold Card,1501,1
1392,5789313,DUCKERT,807,Israel,1,40,12,83475.1,2,1,1,23693,1,2,Gold Card,597,0
1393,5731198,FAUSTO,872,USA,0,52,3,59104.2,2,1,0,174820,0,5,Titanium Card,1112,1
1394,5647488,COPPER,840,UK,1,36,12,97355.7,1,1,0,286891,0,4,Debit Card,648,1
1395,5583352,SLUYTER,650,UK,0,26,2,80178.8,1,1,1,260805,0,6,Gold Card,1018,1
1396,5697997,GROEGER,672,USA,1,43,3,0,2,1,0,175910,0,3,Gold Card,1702,1
1397,5750251,SAMICK,603,USA,0,41,5,0,1,1,0,138416,1,2,Debit Card,1112,0
1398,5755806,REPROGLE,471,Israel,1,54,0,90047.1,2,1,1,66366,1,1,Elite Card,720,0
1399,5630702,CAMEJO,740,UK,0,37,3,0,2,0,0,117200,1,5,Gold Card,1303,0
1400,5776128,NEAFUS,545,USA,0,31,11,0,2,1,0,155104,0,1,Elite Card,1051,1
1401,5670890,YONEZAWA,660,UK,0,22,11,81700,2,0,1,206753,0,1,Gold Card,1452,1
1402,5619754,ESPONGE,669,USA,1,38,2,0,2,1,0,31005,0,4,Gold Card,972,1
1403,5613449,GESSWEIN,798,UK,0,30,7,86871,1,1,0,116204,0,2,Gold Card,1599,1
1404,5721936,KLIEGL,822,UK,0,23,12,0,1,1,1,86358,0,3,Debit Card,1342,1
1405,5797596,MURATI,626,USA,1,48,11,60233.8,1,1,0,113826,1,3,Elite Card,1275,0
1406,5613349,MOLANDES,434,UK,1,52,12,85831.8,1,1,0,220433,1,2,Elite Card,1765,0
1407,5630507,DERIENZO,624,USA,0,23,13,84582.3,1,0,1,100560,0,4,Gold Card,1130,1
1408,5601723,DEBARTOLO,801,UK,0,72,6,72282.8,1,1,1,267627,0,1,Elite Card,468,1
1409,5579739,GRIGNON,783,UK,1,32,6,0,2,0,0,46210,0,5,Titanium Card,472,1
1410,5815966,SOWERSBY,477,UK,1,31,4,56233.4,1,1,0,215753,0,3,Gold Card,1044,1
1411,5710430,SICKLER,500,UK,0,76,8,0,2,0,0,196325,1,4,Titanium Card,1018,0
1412,5695286,KLETTE,688,Israel,1,23,3,56639.1,2,0,1,291515,0,2,Gold Card,1776,1
1413,5589025,STEINLEY,672,Israel,1,31,13,66064.9,1,1,1,14695,0,4,Elite Card,1281,1
1414,5799683,GOWDA,494,Israel,1,36,14,91081.7,2,0,0,70965,0,3,Elite Card,544,1
1415,5621378,NORMOYLE,504,Israel,1,31,15,104514.5,1,1,1,211722,0,6,Elite Card,1159,1
1416,5685665,WANTUCK,881,Israel,0,19,6,111772.2,2,1,1,166707,0,4,Titanium Card,1688,1
1417,5668013,DECHELLIS,636,USA,1,33,8,0,2,1,0,171273,0,4,Elite Card,1401,1
1418,5775945,YONAMINE,655,Israel,1,18,8,72989,2,0,1,191341,0,4,Gold Card,468,1
1419,5651113,HOR,567,Israel,1,39,2,89669.9,1,1,0,27123,0,4,Elite Card,462,1
1420,5705977,CAMILD,579,UK,1,50,11,76285.2,1,1,1,204495,0,1,Elite Card,1706,1
1421,5754812,CORRES,811,USA,0,50,12,55925.7,1,0,1,51182,0,2,Debit Card,1005,1
1422,5743810,BIELEK,560,Israel,0,29,1,73353.2,1,1,0,84370,0,4,Titanium Card,868,1
1423,5795489,JARRAD,737,USA,1,34,15,85015.8,1,0,1,287126,0,1,Titanium Card,1483,1
1424,5590331,YOCHEM,615,Israel,0,27,13,93174.8,2,1,1,34976,0,4,Debit Card,1315,1
1425,5598328,DETOMA,555,USA,1,32,11,61074.1,1,0,0,217012,1,4,Titanium Card,748,0
1426,5585361,LIDGETT,725,UK,0,50,0,72981.2,1,0,1,262741,0,4,Gold Card,1617,1
1427,5712097,WEBBER,645,UK,1,38,2,100333.8,1,1,0,22393,0,2,Titanium Card,1318,1
1428,5800774,TRENUM,859,Israel,0,66,9,67739.8,1,0,0,242218,1,5,Titanium Card,1401,0
1429,5795031,DEMYANOVICH,631,UK,1,51,7,0,1,1,1,200252,0,6,Elite Card,871,1
1430,5627683,ENGUM,597,UK,0,25,3,52594.8,1,1,1,35555,0,2,Debit Card,1576,1
1431,5703275,GUERRA,788,UK,0,28,0,54896.6,1,0,1,173978,0,3,Gold Card,1468,1
1432,5810284,SKYLER,660,UK,0,54,4,0,1,1,0,64843,0,5,Debit Card,876,1
1433,5688720,WILFORD,665,USA,1,53,0,0,1,1,1,142294,0,4,Elite Card,1656,1
1434,5587233,MACIE,713,UK,0,65,1,85137.6,2,0,1,213566,0,3,Titanium Card,1210,1
1435,5716597,CONNEELY,541,UK,0,44,5,82899.6,1,1,0,203452,0,4,Titanium Card,969,1
1436,5597404,SHIMP,560,USA,0,36,11,0,2,1,0,222731,0,4,Debit Card,1635,1
1437,5647827,MAZZAMUTO,597,Israel,1,37,1,79557.5,2,0,1,88465,0,2,Gold Card,1065,1
1438,5744182,DANTE,752,UK,0,31,7,0,1,0,1,114382,0,2,Titanium Card,1369,1
1439,5574932,TRAVILLION,527,Israel,0,46,13,69478.2,1,0,0,83786,1,5,Gold Card,645,0
1440,5807896,BENHARDT,735,UK,1,72,12,0,1,1,1,116800,0,1,Titanium Card,1180,1
1441,5797983,TROXLER,569,Israel,0,31,4,96504.7,1,1,0,34317,1,4,Titanium Card,457,0
1442,5690535,RAYBON,715,USA,0,40,15,0,1,1,1,171704,0,4,Debit Card,464,1
1443,5797750,FUELL,765,UK,1,39,4,0,1,1,0,145132,0,1,Debit Card,555,1
1444,5598808,MIRT,560,UK,1,49,5,0,3,0,0,187731,1,5,Gold Card,1578,0
1445,5703556,NAJARIAN,606,UK,0,34,0,0,2,0,1,170396,0,3,Debit Card,1243,1
1446,5647634,STEGURA,729,UK,1,22,12,66779.7,1,1,0,182112,0,1,Debit Card,1018,1
1447,5682389,GAULDEN,651,UK,0,29,12,97154.6,1,0,1,163829,0,5,Debit Card,1297,1
1448,5698060,DASCOLI,731,USA,0,46,1,73868,1,1,1,75345,1,1,Titanium Card,428,0
1449,5586337,SHAFRAN,523,Israel,0,51,12,80262,1,1,0,266579,1,6,Debit Card,1069,0
1450,5727925,PASSARELL,623,Israel,1,27,9,90045,2,0,0,196817,0,3,Elite Card,512,1
1451,5676956,PAPIERNIK,624,USA,1,23,10,91037.6,1,1,0,123229,1,5,Debit Card,1735,0
1452,5685770,YO,642,UK,1,37,8,0,2,1,1,324,0,1,Debit Card,1641,1
1453,5776860,SEECHARRAN,638,UK,0,44,3,66391.6,1,1,1,2569,1,6,Debit Card,1488,0
1454,5714550,YOUELL,692,UK,1,43,11,0,1,1,1,205365,0,3,Elite Card,559,1
1455,5609616,VANDERWIEL,487,USA,1,24,11,47154,1,1,1,30365,1,1,Gold Card,1390,0
1456,5785693,BULS,747,Israel,1,30,3,72895.2,2,0,1,129064,0,6,Elite Card,1192,1
1457,5791458,LANGLIE,738,USA,0,34,9,0,2,1,0,189841,0,5,Elite Card,447,1
1458,5590337,GISHIE,821,UK,1,58,5,0,2,0,1,96526,0,6,Debit Card,932,1
1459,5680372,CUNI,524,UK,0,30,14,52164.9,2,1,1,15708,0,3,Gold Card,1700,1
1460,5572590,RICHNER,769,UK,0,58,13,78374.3,1,1,0,143912,1,4,Gold Card,406,0
1461,5657526,MABBITT,561,UK,1,21,7,59320.2,1,1,1,187833,0,4,Elite Card,1462,1
1462,5642535,RHULE,567,USA,0,31,7,0,2,1,0,256425,0,4,Titanium Card,1639,1
1463,5566276,JASAITIS,665,Israel,1,34,13,69040.4,1,1,0,354,1,4,Elite Card,519,0
1464,5669540,FREIDMAN,539,UK,0,35,5,75539.2,1,0,1,47275,0,1,Titanium Card,1310,1
1465,5596046,CORREDOR,733,USA,0,49,7,0,2,1,1,272415,0,3,Elite Card,414,1
1466,5754861,DUTROW,786,UK,0,41,15,42509,1,1,0,234889,0,1,Gold Card,739,1
1467,5652114,MCCREATH,614,UK,0,27,7,113325.6,1,1,0,6408,0,4,Titanium Card,1102,1
1468,5682042,DEDOLPH,583,Israel,0,44,6,120202.2,2,1,0,245381,0,4,Titanium Card,901,1
1469,5814979,BRITE,664,UK,1,47,4,0,1,1,0,263765,1,3,Debit Card,1188,0
1470,5670991,DABO,784,Israel,1,52,3,80437.9,4,0,0,249246,1,2,Elite Card,1783,0
1471,5762652,LAVIS,621,Israel,1,32,12,41061.4,2,1,1,92694,0,5,Debit Card,1668,1
1472,5701573,SCHWENT,758,UK,1,40,0,109801.1,1,1,1,32159,0,1,Elite Card,1531,1
1473,5729983,TROKEY,809,USA,1,28,0,53853.4,1,1,1,28838,0,2,Debit Card,822,1
1474,5595428,MIYATAKE,528,UK,0,43,11,0,2,0,0,198820,0,3,Debit Card,896,1
1475,5600724,WALLJASPER,763,Israel,0,29,5,102814.2,2,0,1,94032,0,2,Gold Card,640,1
1476,5745306,VRIEZE,613,UK,1,20,6,0,1,1,0,32641,0,3,Titanium Card,1408,1
1477,5704752,NEUENSWANDER,852,UK,1,32,3,67760.8,2,0,1,231691,0,4,Gold Card,631,1
1478,5734149,MACNAMEE,858,UK,0,40,8,0,1,0,1,12097,0,4,Debit Card,1522,1
1479,5631172,BYRER,641,UK,0,41,14,61857.8,1,1,0,260048,1,2,Gold Card,1653,0
1480,5641089,ROYCRAFT,599,Israel,0,24,3,87387.8,2,1,1,104143,0,1,Gold Card,1749,1
1481,5717660,WERTHMANN,711,UK,1,21,3,65343.2,1,1,1,19135,0,5,Elite Card,591,1
1482,5585057,HOMLES,579,USA,1,44,8,0,2,1,0,270639,0,1,Gold Card,1058,1
1483,5606665,PELLY,525,UK,1,30,5,64973.4,1,1,1,64640,0,5,Elite Card,433,1
1484,5792152,OSHINSKI,879,UK,0,43,15,69384.8,2,0,1,102891,0,1,Titanium Card,698,1
1485,5608542,SJOLUND,846,USA,0,31,12,0,2,1,1,296994,0,3,Titanium Card,961,1
1486,5700838,GASTELLUM,452,UK,1,53,8,0,2,0,0,184429,1,2,Titanium Card,1440,0
1487,5627975,FARAHANI,611,UK,1,45,2,0,1,1,1,115231,0,5,Elite Card,800,1
1488,5718043,DONDELINGER,799,USA,1,45,12,62438,1,0,1,212100,1,5,Titanium Card,1678,0
1489,5626389,TEEGARDIN,577,USA,0,34,0,80897.3,4,1,0,62882,1,2,Debit Card,570,0
1490,5619452,GIOVACCHINI,630,UK,0,41,1,94450.2,1,0,1,263496,0,3,Debit Card,792,1
1491,5763029,DEDEK,774,USA,0,32,9,0,2,1,0,176874,0,4,Titanium Card,622,1
1492,5635989,BARAO,511,Israel,0,39,14,68243.7,1,1,0,292036,1,5,Debit Card,1692,0
1493,5744931,BOOFER,834,USA,1,42,11,0,1,0,0,250016,1,1,Elite Card,1594,0
1494,5688318,PARASKEVAS,677,USA,1,35,1,0,1,1,0,240197,0,3,Gold Card,1648,1
1495,5808689,BORDIERI,465,UK,0,57,7,0,2,0,1,185433,0,3,Elite Card,1790,1
1496,5582839,BAZLEY,772,Israel,0,65,7,67912.3,1,0,1,170225,0,5,Titanium Card,1639,1
1497,5800754,MCCLARIN,653,USA,0,41,13,0,2,0,0,119428,0,2,Titanium Card,404,1
1498,5695144,RUSCHMAN,613,UK,0,44,6,74928.3,2,1,0,36708,0,3,Titanium Card,987,1
1499,5677656,WYERS,681,Israel,0,21,11,71046.9,2,0,1,265538,0,2,Gold Card,910,1
1500,5583968,ORINGDERFF,545,UK,0,28,8,0,1,1,1,155024,0,3,Titanium Card,1549,1
1501,5591414,PANSE,632,UK,1,43,14,54631.8,1,0,1,95409,1,1,Gold Card,1641,0
1502,5802435,HEDE,685,UK,1,40,3,96108.2,2,1,1,21736,0,6,Elite Card,738,1
1503,5662346,SALOUM,824,Israel,1,46,4,57567.2,2,0,0,157620,0,1,Gold Card,1026,1
1504,5764236,CALANDRELLA,734,UK,1,51,7,105748.8,1,0,0,125249,1,3,Elite Card,1296,0
1505,5792970,ELENA,721,UK,1,33,2,0,2,1,0,215398,0,4,Titanium Card,1566,1
1506,5800607,DINTERMAN,652,Israel,1,47,10,88269,1,0,0,54137,1,1,Debit Card,429,0
1507,5600038,MLODZIK,751,UK,1,20,9,0,2,0,0,19511,0,1,Elite Card,1746,1
1508,5578571,PERERIA,621,Israel,1,43,2,89990.4,1,1,0,9152,0,3,Elite Card,1624,1
1509,5701764,FIREK,540,UK,1,38,1,0,2,1,1,72471,0,1,Elite Card,1524,1
1510,5639877,TORREGROSSA,581,UK,1,28,6,69181.6,1,1,0,295667,0,2,Titanium Card,703,1
1511,5787406,LACEK,533,UK,1,28,9,88693.5,1,1,1,165449,0,3,Titanium Card,579,1
1512,5702205,BORDENAVE,667,USA,1,44,14,0,2,0,0,45171,0,2,Gold Card,1674,1
1513,5587202,MCCALPINE,611,UK,0,40,7,0,2,1,1,148341,0,1,Debit Card,465,1
1514,5729688,MAGSAM,474,UK,0,44,2,0,2,1,0,74740,0,3,Elite Card,468,1
1515,5788800,LEHMBERG,558,USA,1,38,6,47640.4,2,1,1,15111,0,4,Titanium Card,1350,1
1516,5603490,BUISSERETH,927,USA,0,30,0,88809.4,1,0,1,31154,0,5,Elite Card,1225,1
1517,5701656,BOEHNEN,709,UK,1,28,6,64372.4,1,0,0,245140,0,3,Elite Card,886,1
1518,5812095,MOONEYHAN,831,UK,1,54,6,62537.5,2,0,1,210103,0,3,Elite Card,550,1
1519,5636116,BECKMANN,804,USA,1,27,7,0,2,0,0,124809,0,4,Debit Card,1144,1
1520,5739264,ZULLO,582,UK,0,62,4,82695.9,1,1,1,167104,1,1,Titanium Card,1155,0
1521,5788230,VINSTON,726,Israel,0,55,9,87796.6,1,0,1,139310,1,5,Debit Card,1707,0
1522,5591818,SEITLER,519,USA,0,27,11,0,2,0,1,142171,0,2,Titanium Card,511,1
1523,5720997,MEHU,861,UK,1,28,15,70844.5,1,1,1,24910,0,4,Titanium Card,919,1
1524,5751889,AFMAN,557,USA,0,35,10,0,2,1,1,242931,0,2,Elite Card,1401,1
1525,5655010,POHTO,874,UK,0,59,2,0,2,0,1,292099,0,2,Elite Card,1447,1
1526,5569227,HARLES,558,USA,0,31,9,93226.9,1,1,1,245287,0,4,Debit Card,1746,1
1527,5782934,KACHELMEIER,772,UK,1,33,0,0,2,0,0,72390,0,5,Elite Card,1378,1
1528,5669774,JOCKERS,625,Israel,0,43,10,82732.4,1,1,0,130017,0,3,Debit Card,706,1
1529,5597799,WEHLAGE,437,UK,1,33,15,97205.1,1,1,1,4596,0,1,Elite Card,1498,1
1530,5698850,FEUQUAY,577,USA,0,22,5,0,2,1,0,168187,0,3,Titanium Card,432,1
1531,5641724,KINDLER,671,UK,1,30,7,71672.6,2,1,1,181202,0,5,Titanium Card,1296,1
1532,5716821,CRESCENTE,571,UK,1,26,4,0,2,0,1,78289,0,2,Gold Card,1638,1
1533,5590355,HARPIN,636,Israel,0,33,11,97320.2,1,0,1,84954,0,2,Titanium Card,1588,1
1534,5770416,BOULGER,869,UK,1,35,0,141852.1,1,0,1,104059,0,2,Debit Card,1189,1
1535,5783889,MARGULIS,543,Israel,0,38,11,101681.6,1,0,1,246057,1,4,Gold Card,490,0
1536,5615003,JUNIO,720,USA,0,28,3,112643.2,1,0,1,178473,0,2,Gold Card,1646,1
1537,5795588,LUNDELL,820,UK,0,36,3,0,2,1,0,41208,0,2,Titanium Card,462,1
1538,5733878,PATTE,881,UK,0,36,8,0,1,1,1,55131,0,5,Gold Card,1520,1
1539,5725265,MOCHIZUKI,631,USA,0,37,1,65510.9,1,1,1,69624,0,2,Elite Card,1678,1
1540,5798133,HEIZMAN,508,UK,0,46,3,75333.9,1,1,1,229308,0,2,Gold Card,1411,1
1541,5607468,TRANUM,585,Israel,0,30,4,91373.9,2,1,1,247840,0,2,Gold Card,511,1
1542,5814197,IWANIEC,662,Israel,1,42,4,74764.1,1,1,0,113891,0,4,Gold Card,1268,1
1543,5691550,BITTERMANN,618,UK,1,36,14,86204.9,1,1,1,259395,0,5,Elite Card,1333,1
1544,5747973,LIBAL,680,USA,1,76,13,109316.7,1,1,1,54162,0,3,Debit Card,1504,1
1545,5619127,HOFECKER,552,USA,1,40,8,0,2,1,1,54304,0,1,Elite Card,642,1
1546,5674449,ORLEY,586,Israel,0,47,2,105609.9,1,1,1,197829,0,4,Gold Card,1452,1
1547,5729537,OLTMANNS,769,Israel,1,54,4,61381.8,1,1,1,200988,0,3,Debit Card,612,1
1548,5807647,FEGHALI,691,USA,1,36,10,58828.9,2,1,1,144987,0,2,Elite Card,1574,1
1549,5620147,MERDINGER,658,USA,0,24,2,0,2,1,1,202668,0,1,Debit Card,1376,1
1550,5585300,ROLLOCK,716,UK,0,53,9,39657.5,1,1,0,245916,1,5,Debit Card,1351,0
1551,5600693,GRABEN,729,USA,1,55,11,0,2,1,1,80765,0,2,Titanium Card,939,1
1552,5749638,OTT,746,USA,0,60,14,0,2,0,1,183598,0,5,Debit Card,1440,1
1553,5720235,MEDDAUGH,736,UK,1,37,2,0,1,1,1,97206,0,1,Elite Card,1592,1
1554,5569778,CURNAN,576,UK,1,30,12,79518.7,2,0,1,29056,0,3,Gold Card,1113,1
